New Mexico January-December Average Temperature,,
Units: Degrees Fahrenheit,,
Base Period: 1901-2000,,
Missing: -99,,
Date,Value,Anomaly
201512,54.9,2
201612,55.5,2.6
201712,56.4,3.5
201812,55.5,2.6
201912,54.5,1.6
202012,56,3.1
202112,55.4,2.5
202212,54.6,1.7
202312,55.4,2.5
,55.35555556,
