Kentucky January-December Average Temperature,,
Units: Degrees Fahrenheit,,
Base Period: 1901-2000,,
Missing: -99,,
Date,Value,Anomaly
201512,56.6,1.1
201612,57.9,2.4
201712,57.8,2.3
201812,57,1.5
201912,57.5,2
202012,57.1,1.6
202112,57,1.5
202212,56.3,0.8
202312,58.1,2.6
,57.25555556,
