Utah January-December Average Temperature,,
Units: Degrees Fahrenheit,,
Base Period: 1901-2000,,
Missing: -99,,
Date,Value,Anomaly
201512,50.7,3.1
201612,50.2,2.6
201712,50.7,3.1
201812,50.4,2.8
201912,47.9,0.3
202012,50.4,2.8
202112,50.7,3.1
202212,49.5,1.9
202312,48.5,0.9
,49.88888889,
