Maine January-December Average Temperature,,
Units: Degrees Fahrenheit,,
Base Period: 1901-2000,,
Missing: -99,,
Date,Value,Anomaly
201512,41.2,1.1
201612,43.3,3.2
201712,42.4,2.3
201812,41.8,1.7
201912,40.7,0.6
202012,43.5,3.4
202112,44.2,4.1
202212,43.4,3.3
202312,44.4,4.3
,42.76666667,
